Inventory,Campaign_Name,Id,Status,Date,Amount,Payout,Currency,Sub_Id,Partner
Hyyzo,TataCliq [CPS] IN,1055337333,pending,5/26/2024,2688,94.08,INR,PmZfYcTDDl3uqQyiHLBk,Admitad
Hyyzo,Flipkart [CPS] IN,1055251343,pending,5/26/2024,12499,0,INR,vLVwF1M3NLn47I9Cb1Bt,Admitad
Hyyzo,Flipkart [CPS] IN,1055206793,pending,5/25/2024,188,4.2,INR,7a8vBv5IfS1aYVSx5yy3,Admitad
Hyyzo,Flipkart [CPS] IN,1055138754,pending,5/25/2024,1,0,INR,6ZD3cAlicyn2BONpRLNA,Admitad
Hyyzo,Flipkart [CPS] IN,1055138735,pending,5/25/2024,1,0,INR,6ZD3cAlicyn2BONpRLNA,Admitad
Hyyzo,Flipkart [CPS] IN,1055083107,pending,5/25/2024,559,11.9,INR,uLpl3QVMw8h2Vv7HO7zf,Admitad
Hyyzo,Flipkart [CPS] IN,1055060547,pending,5/25/2024,719,15.4,INR,cobmCgHsL3Z0zs2d0gXF,Admitad
Hyyzo,Libas [CPS] IN,1055030429,pending,5/24/2024,639,44.73,INR,qsHybyjH8OPPhrmu7BZ0,Admitad
Hyyzo,Flipkart [CPS] IN,1055019537,pending,5/24/2024,248,4.9,INR,COiBXuhXM9Z87m2jfRyv,Admitad
Hyyzo,Flipkart [CPS] IN,1054946129,pending,5/24/2024,494,34.3,INR,jKGfIAZl6UZ3mVjRonZk,Admitad
Hyyzo,Flipkart [CPS] IN,1054927567,pending,5/24/2024,537,11.2,INR,Lu6EijpUNneQG7kK4QS8,Admitad
Hyyzo,Flipkart [CPS] IN,1054919038,pending,5/24/2024,281,5.6,INR,axX9zsHg7tolfscskExt,Admitad
Hyyzo,Flipkart [CPS] IN,1054832038,pending,5/24/2024,179,3.5,INR,v4XAw6ICx8Lz4TYbRwrg,Admitad
Hyyzo,Flipkart [CPS] IN,1054832033,pending,5/24/2024,246,7,INR,v4XAw6ICx8Lz4TYbRwrg,Admitad
Hyyzo,Flipkart [CPS] IN,1054832029,pending,5/24/2024,176,3.5,INR,v4XAw6ICx8Lz4TYbRwrg,Admitad
Hyyzo,Flipkart [CPS] IN,1054832025,pending,5/24/2024,349,7,INR,v4XAw6ICx8Lz4TYbRwrg,Admitad
Hyyzo,Flipkart [CPS] IN,1054812296,pending,5/23/2024,199,4.2,INR,vDSLByVNor9izyRlsnPy,Admitad
Hyyzo,Flipkart [CPS] IN,1054757396,pending,5/23/2024,493,34.3,INR,dWeAF7sWiFoZnP5MQ9EJ,Admitad
Hyyzo,Lenskart [CPS] IN,1054720435,pending,5/23/2024,0,0,INR,4cLD9axLcttCNAlyHc6Z,Admitad
Hyyzo,Flipkart [CPS] IN,1054699131,pending,5/23/2024,7191,140,INR,gzhpbrCRK0TjXRZ0Xa2p,Admitad
Hyyzo,Flipkart [CPS] IN,1054603219,pending,5/23/2024,127,0.7,INR,Px63Be6YFqIQVRABQ7Gt,Admitad
Hyyzo,Flipkart [CPS] IN,1054603210,pending,5/23/2024,8,0,INR,Px63Be6YFqIQVRABQ7Gt,Admitad
Hyyzo,Flipkart [CPS] IN,1054603198,pending,5/23/2024,8,0,INR,Px63Be6YFqIQVRABQ7Gt,Admitad
Hyyzo,Flipkart [CPS] IN,1054603187,pending,5/23/2024,8,0,INR,Px63Be6YFqIQVRABQ7Gt,Admitad
Hyyzo,Flipkart [CPS] IN,1054603173,pending,5/23/2024,42,0,INR,Px63Be6YFqIQVRABQ7Gt,Admitad
Hyyzo,Flipkart [CPS] IN,1054603159,pending,5/23/2024,20,0,INR,Px63Be6YFqIQVRABQ7Gt,Admitad
Hyyzo,Flipkart [CPS] IN,1054603147,pending,5/23/2024,20,0,INR,Px63Be6YFqIQVRABQ7Gt,Admitad
Hyyzo,Flipkart [CPS] IN,1054603134,pending,5/23/2024,20,0,INR,Px63Be6YFqIQVRABQ7Gt,Admitad
Hyyzo,Flipkart [CPS] IN,1054592205,pending,5/23/2024,213,4.2,INR,Q6oNwGJP7rBvkEJA3cJH,Admitad
Hyyzo,Shopsy App [CPS] IN,1054550656,pending,5/22/2024,355,12.61,INR,qW20U3H2N7L1fHaV0Xha,Admitad
Hyyzo,Flipkart [CPS] IN,1054543205,pending,5/22/2024,180,4.9,INR,BY7Pnc3RnSYZqicOvk8B,Admitad
Hyyzo,Ajio [CPS] IN,1054505144,pending,5/22/2024,405.86,21.96,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054505038,pending,5/22/2024,602.84,32.62,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054505028,pending,5/22/2024,512.84,27.75,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054505025,pending,5/22/2024,512.84,27.75,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054505013,pending,5/22/2024,405.86,21.96,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054505005,pending,5/22/2024,405.86,21.96,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054505003,pending,5/22/2024,392.86,21.26,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504998,pending,5/22/2024,392.86,21.26,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504997,pending,5/22/2024,512.84,27.75,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504975,pending,5/22/2024,392.86,21.26,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504967,pending,5/22/2024,512.84,27.75,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504953,pending,5/22/2024,512.84,27.75,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504950,pending,5/22/2024,405.86,21.96,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504944,pending,5/22/2024,602.84,32.62,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504943,pending,5/22/2024,512.84,27.75,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504933,pending,5/22/2024,512.84,27.75,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504927,pending,5/22/2024,405.86,21.96,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504914,pending,5/22/2024,405.86,21.96,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504906,pending,5/22/2024,512.84,27.75,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054504905,pending,5/22/2024,405.86,21.96,INR,T3LRWK3FsSj32V9ozSKz,Admitad
Hyyzo,Ajio [CPS] IN,1054503989,pending,5/22/2024,317.79,17.2,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503961,pending,5/22/2024,312.79,16.93,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503951,pending,5/22/2024,250.9,13.58,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503946,pending,5/22/2024,312.79,16.93,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503945,pending,5/22/2024,242.9,13.15,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503944,pending,5/22/2024,242.9,13.15,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503943,pending,5/22/2024,317.79,17.2,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503942,pending,5/22/2024,317.79,17.2,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503941,pending,5/22/2024,242.9,13.15,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503940,pending,5/22/2024,302.79,16.39,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503939,pending,5/22/2024,317.79,17.2,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503938,pending,5/22/2024,272.9,14.77,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503937,pending,5/22/2024,312.79,16.93,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503936,pending,5/22/2024,242.9,13.15,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503935,pending,5/22/2024,242.9,13.15,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503934,pending,5/22/2024,242.9,13.15,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503933,pending,5/22/2024,242.9,13.15,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503932,pending,5/22/2024,272.9,14.77,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503931,pending,5/22/2024,302.79,16.39,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503930,pending,5/22/2024,272.9,14.77,INR,K7VBdKWwGn6LzvNWBtIE,Admitad
Hyyzo,Ajio [CPS] IN,1054503617,pending,5/22/2024,327.84,17.74,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503595,pending,5/22/2024,312.84,16.93,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503576,pending,5/22/2024,302.84,16.39,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503575,pending,5/22/2024,327.84,17.74,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503549,pending,5/22/2024,405.82,21.96,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503547,pending,5/22/2024,312.84,16.93,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503541,pending,5/22/2024,467.81,25.31,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503529,pending,5/22/2024,152.9,8.28,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503523,pending,5/22/2024,312.84,16.93,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503522,pending,5/22/2024,122.9,6.65,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503521,pending,5/22/2024,452.82,24.5,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503518,pending,5/22/2024,312.84,16.93,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503505,pending,5/22/2024,302.84,16.39,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503501,pending,5/22/2024,212.9,11.52,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503480,pending,5/22/2024,302.84,16.39,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503467,pending,5/22/2024,152.9,8.28,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503466,pending,5/22/2024,312.84,16.93,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503465,pending,5/22/2024,312.84,16.93,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503464,pending,5/22/2024,312.84,16.93,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Ajio [CPS] IN,1054503463,pending,5/22/2024,302.84,16.39,INR,kdVrZVwISaX6Kh9JJgn7,Admitad
Hyyzo,Flipkart [CPS] IN,1054382771,pending,5/22/2024,149,2.8,INR,uLBroFtXFN1wfRRZzn82,Admitad
Hyyzo,Lenskart [CPS] IN,1054365237,pending,5/22/2024,0,0,INR,X6ol3qRa1ONoR0rr3zM8,Admitad
Hyyzo,Lenskart [CPS] IN,1054365207,pending,5/22/2024,0,0,INR,X6ol3qRa1ONoR0rr3zM8,Admitad
Hyyzo,Flipkart [CPS] IN,1054367048,pending,5/22/2024,345,7,INR,ckKt4yPeuLAihJyjOr3h,Admitad
Hyyzo,Flipkart [CPS] IN,1054361525,pending,5/21/2024,183,4.9,INR,gbXi0YonYsosYZJ6emxt,Admitad
Hyyzo,Flipkart [CPS] IN,1054355180,pending,5/21/2024,337,9.1,INR,0mFgQRKncO1CzNasO9l3,Admitad
Hyyzo,Lenskart [CPS] IN,1054290734,pending,5/21/2024,0,0,INR,nJnf1NthgKkoV0f0URA8,Admitad
Hyyzo,Lenskart [CPS] IN,1054283442,pending,5/21/2024,0,0,INR,tcMcvjhiOBJAY6S5coAg,Admitad
Hyyzo,Shopsy App [CPS] IN,1054259877,pending,5/21/2024,292,10.51,INR,j43BtikyhXqmQA3l2k16,Admitad
Hyyzo,Healthkart [CPS] IN,1054233289,pending,5/21/2024,2151,64.53,INR,ygAtn3PZWHfdBJgQyCXx,Admitad
Hyyzo,Flipkart [CPS] IN,1054140395,pending,5/21/2024,749,21,INR,tEBtr6pgPSkQv8bT0T8n,Admitad
Hyyzo,Flipkart [CPS] IN,1054140365,pending,5/21/2024,749,21,INR,tEBtr6pgPSkQv8bT0T8n,Admitad
Hyyzo,Flipkart [CPS] IN,1054122316,pending,5/21/2024,333,7,INR,CdwgiqNugZbii8yJiCHG,Admitad
Hyyzo,Flipkart [CPS] IN,1054118413,pending,5/21/2024,282,5.6,INR,ntNaGFrJhQzrisJDADtH,Admitad
Hyyzo,Flipkart [CPS] IN,1054099283,pending,5/20/2024,364,7.7,INR,u8qtg4ecnwsHVG5nv1Tw,Admitad
Hyyzo,Flipkart [CPS] IN,1054099260,pending,5/20/2024,364,7.7,INR,u8qtg4ecnwsHVG5nv1Tw,Admitad
Hyyzo,Flipkart [CPS] IN,1054086111,pending,5/20/2024,999,21,INR,x6vD0no9KCMqLZA0JDvo,Admitad
Hyyzo,Flipkart [CPS] IN,1054066281,pending,5/20/2024,359,7.7,INR,R8ekDq2e2PnKIsfIX6wi,Admitad
Hyyzo,Flipkart [CPS] IN,1054042012,pending,5/20/2024,197,1.4,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054042009,pending,5/20/2024,172,1.4,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054042005,pending,5/20/2024,205,1.4,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054042000,pending,5/20/2024,183,1.4,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054041993,pending,5/20/2024,115,0.7,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054041981,pending,5/20/2024,68,0.7,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054041968,pending,5/20/2024,10,0,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054041955,pending,5/20/2024,155,1.4,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054041942,pending,5/20/2024,156,1.4,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054041736,pending,5/20/2024,39,0,INR,8Lmnu9pCHjyz7viETTrO,Admitad
Hyyzo,Flipkart [CPS] IN,1054030405,pending,5/20/2024,293,6.3,INR,KmihEbcQc6mGvOxCirwl,Admitad
Hyyzo,Flipkart [CPS] IN,1053938551,pending,5/20/2024,292,8.4,INR,jssyXni7tQ8jkUCTNcy5,Admitad
Hyyzo,Flipkart [CPS] IN,1053960529,pending,5/20/2024,104,2.1,INR,9eCimXcWcR2aEuIKUwQy,Admitad
Hyyzo,Flipkart [CPS] IN,1053960527,pending,5/20/2024,105,2.1,INR,9eCimXcWcR2aEuIKUwQy,Admitad
Hyyzo,Flipkart [CPS] IN,1053960525,pending,5/20/2024,105,2.1,INR,9eCimXcWcR2aEuIKUwQy,Admitad
Hyyzo,Flipkart [CPS] IN,1053960524,pending,5/20/2024,104,2.1,INR,9eCimXcWcR2aEuIKUwQy,Admitad
Hyyzo,Flipkart [CPS] IN,1053887619,pending,5/20/2024,13,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887612,pending,5/20/2024,13,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887606,pending,5/20/2024,13,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887598,pending,5/20/2024,13,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887593,pending,5/20/2024,14,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887587,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887578,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887568,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887557,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887546,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887532,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887520,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887505,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887490,pending,5/20/2024,23,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887478,pending,5/20/2024,23,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887466,pending,5/20/2024,9,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887453,pending,5/20/2024,9,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887439,pending,5/20/2024,9,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887426,pending,5/20/2024,9,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887409,pending,5/20/2024,10,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887362,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887349,pending,5/20/2024,23,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887340,pending,5/20/2024,22,0,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887330,pending,5/20/2024,121,0.7,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053887321,pending,5/20/2024,121,0.7,INR,GEeWhv0JIjHpTrlLSwLp,Admitad
Hyyzo,Flipkart [CPS] IN,1053758232,pending,5/19/2024,140,4.2,INR,SXSWrApsAmeYNGHLtEsF,Admitad
Hyyzo,Lenskart [CPS] IN,1053702427,pending,5/19/2024,0,0,INR,WcKGHQQIayiSKkOnjUvg,Admitad
Hyyzo,Flipkart [CPS] IN,1053704384,pending,5/19/2024,298,8.4,INR,myy4J4cq9CJ5BCx9ANjt,Admitad
Hyyzo,Flipkart [CPS] IN,1053709419,pending,5/19/2024,90,2.1,INR,JVQfbi3RpoPClH5c5Qwq,Admitad
Hyyzo,Flipkart [CPS] IN,1053709418,pending,5/19/2024,90,2.1,INR,JVQfbi3RpoPClH5c5Qwq,Admitad
Hyyzo,Flipkart [CPS] IN,1053709417,pending,5/19/2024,90,2.1,INR,JVQfbi3RpoPClH5c5Qwq,Admitad
Hyyzo,Flipkart [CPS] IN,1053623099,pending,5/19/2024,1116,0,INR,NtCSlGu0FHP3Aw0QrKQm,Admitad
Hyyzo,Flipkart [CPS] IN,1053620503,pending,5/19/2024,430,11.9,INR,tvtykSrUfItfhGsROTsR,Admitad
Hyyzo,Flipkart [CPS] IN,1053620390,pending,5/19/2024,252,5.6,INR,kQpA8oANwlLqeJlBFTTc,Admitad
Hyyzo,Libas [CPS] IN,1053564188,pending,5/18/2024,1438,100.66,INR,qsHybyjH8OPPhrmu7BZ0,Admitad
Hyyzo,Flipkart [CPS] IN,1053548605,pending,5/18/2024,261,5.6,INR,HmVoTiAQ2I70ISJDbKZX,Admitad
Hyyzo,Flipkart [CPS] IN,1053548600,pending,5/18/2024,445,9.1,INR,EHjM2sHiyH4V8JqXe3Xd,Admitad
Hyyzo,Flipkart [CPS] IN,1053541656,pending,5/18/2024,1099,23.1,INR,KfNwXdTvHrvD7QR4zcQl,Admitad
Hyyzo,Flipkart [CPS] IN,1053520570,pending,5/18/2024,119,2.8,INR,w02kCV7Yk2lmNw0owfR5,Admitad
Hyyzo,Ajio [CPS] IN,1053397193,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397178,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397177,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397176,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397171,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397145,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397144,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397138,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397137,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397131,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397128,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397126,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397125,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397124,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397123,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397122,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397121,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397120,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397119,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053397118,pending,5/17/2024,0,0,INR,f5M79SmNH4gcrK6tKvWp,Admitad
Hyyzo,Ajio [CPS] IN,1053395977,pending,5/17/2024,404.27,54.66,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395976,pending,5/17/2024,241.45,32.65,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395966,pending,5/17/2024,241.45,32.65,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395955,pending,5/17/2024,404.27,54.66,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395954,pending,5/17/2024,241.45,32.65,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395953,pending,5/17/2024,241.45,32.65,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395951,pending,5/17/2024,181.45,24.54,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395940,pending,5/17/2024,391.28,52.91,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395938,pending,5/17/2024,211.45,28.59,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395934,pending,5/17/2024,257.45,34.81,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395915,pending,5/17/2024,241.45,32.65,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395904,pending,5/17/2024,211.45,28.59,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395903,pending,5/17/2024,241.45,32.65,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395902,pending,5/17/2024,241.45,32.65,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395901,pending,5/17/2024,181.45,24.54,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395900,pending,5/17/2024,211.45,28.59,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395899,pending,5/17/2024,391.28,52.91,INR,lECWY9ksqKx0R0as8rF7,Admitad
Hyyzo,Ajio [CPS] IN,1053395898,pending,5/17/2024,301.32,40.74,INR,lECWY9ksqKx0R0as8rF7,Admitad
